age,gender,track,strand,g7_filipino,g7_english,g7_math,g7_science,g7_ap,g7_tle,g7_mapeh,g7_esp,g7_average,g8_filipino,g8_english,g8_math,g8_science,g8_ap,g8_tle,g8_mapeh,g8_esp,g8_average,g9_filipino,g9_english,g9_math,g9_science,g9_ap,g9_tle,g9_mapeh,g9_esp,g9_average,g10_filipino,g10_english,g10_math,g10_science,g10_ap,g10_tle,g10_mapeh,g10_esp,g10_average
15,Male,TVL,IA-AS,88.76,99.97,98.94,85.67,96.34,95.62,93.88,99.86,86.38,79.93,98.8,99.77,88.01,84.32,76.3,95.14,98.23,91.77,91.89,94.25,98.05,88.07,93.6,81.23,77.93,99.65,91.8,87.57,90.71,92.59,91.09,98.86,93.7,88.87,75.54,93.11
16,Female,TVL,ICT,79.42,90.17,87.29,97.87,82.89,80.66,85.97,83.04,87.91,88.32,93.2,80.09,84.36,78.33,98.73,97.86,94.4,88.47,88.46,83.15,90.64,87.78,81.08,84.34,91.6,87.67,84.82,80.71,86.3,77.48,83.17,83.61,78.67,83.42,85.38,85.65
16,Male,Academic,HUMSS,89.61,80.28,96.32,83.42,93.89,94.08,83.18,78.12,86.12,87.8,87.52,98.87,77.09,99.65,89.61,81.79,79.8,86.98,76.5,78.74,91.17,83.72,94.01,80.47,78.8,86.65,89.41,75.55,97.19,81.75,99.18,85.71,90.41,82.09,91.24,88.43
18,Female,TVL,HE,99.18,81.58,86.8,83.49,83.84,92.21,87.59,99.14,86.3,98.31,82.86,82.1,99.34,82.42,93.83,82.57,77.86,87.25,81.37,88.65,97.84,81.49,81.33,85.53,92.67,89.77,86.01,88.63,83.66,81.8,83.24,75.76,93.49,93.12,76.77,90.53
18,Male,Academic,HUMSS,98.76,95.21,82.58,91.92,80.58,80.3,88.28,77.56,86.48,88.15,98.24,88.44,78.11,79.83,77.67,80.94,97.8,89.42,98.35,84.45,93.43,83.68,93.06,87.91,75.75,75.18,89.79,93.94,97.9,86.51,90.34,97.7,80.72,98.43,77.18,87.18
17,Female,Academic,STEM,81.81,97.07,85.2,94.46,78.7,80.76,93.18,83.92,89.99,76.18,92.81,82.59,97.13,86.96,78.4,99.74,92.85,85.91,94.13,92.81,97.45,90.39,96.82,86.81,99.5,81.98,87.63,92.27,83.8,99.36,91.02,93.06,80.15,87.01,90.79,86.19
17,Male,Academic,HUMSS,81.97,80.92,96.45,84.11,91.13,79.21,75.92,99.93,91.84,80.05,94.68,75.75,77.61,79.52,92.02,79.94,85.85,92.38,91.4,82.15,88.93,90.18,79.8,84.83,76.76,91.52,89.24,87.57,76.04,84.19,81.99,91.09,90.64,93.46,79.5,85.05
15,Female,Academic,HUMSS,85.54,84.56,92.39,84.11,89.69,84.14,84.98,93.73,86.85,78.76,81.7,78.83,79.45,85.24,88.29,96.08,90.15,86.16,78.32,79.83,83.94,96.89,87.11,81.9,92.67,88.24,85.62,76.15,94.2,86.13,83.29,86.78,88.76,95.93,80.43,87
16,Female,Academic,STEM,97.78,85.56,98.14,90.03,98.37,96.61,87.71,83.93,90.12,86.42,98.52,92.29,77.23,76.17,99.26,81.6,85.02,83.9,76.91,84.58,87.53,90.19,92.71,84.98,87.4,94.85,87.72,85.59,98.59,83.04,95.53,95.14,88.95,86.43,98.95,88.74
17,Male,Academic,HUMSS,78.57,91.35,84.09,88.48,87.42,84.2,95.07,79.79,90.1,98.73,78.19,77.38,99.41,92.65,94.77,86.79,78.58,93.48,93.62,94.83,79.08,93.48,77.53,83.63,97.29,77.43,85.95,90.68,99.37,91.39,85.43,89.29,97.26,83.79,83.93,88.52
16,Female,Academic,ABM,94.76,84.5,87.39,76.9,91.96,92.8,88.27,78.39,85.88,83.1,94.39,88.28,75.26,96.44,90.53,93.25,76.75,92.11,94.72,99.67,91.31,80.63,80.36,80.34,98.22,96.94,90.49,92.72,78.18,80.12,92.99,91.14,93.36,83.98,78.61,90.74
16,Male,Academic,ABM,85.44,83.93,78.32,79.86,90.26,90.45,77.97,86.42,87.58,88.53,82.93,95.27,95.69,98.83,80.44,78.41,91.41,83.42,96.69,85.16,82.62,98.47,78.74,90.32,97.72,94.11,84.14,80.74,88.26,99.64,93.62,94.6,76.29,80.63,92.63,87.6
17,Male,TVL,ICT,94.08,82.05,78.38,92.83,89.11,83.96,75.76,82.52,89.45,87.09,90.72,88.18,95.17,79.47,78.71,92.77,98.92,89.79,76.27,76.01,88.81,99.56,94.63,87.54,86.74,84.34,92.31,84.13,98.45,83.9,99.53,83.62,76.77,78.46,85.97,87.5
17,Male,TVL,IA-CES/EPAS,96.33,88.86,75.61,81.01,93.11,96.11,97.66,96.17,90.1,88.63,81.14,87.35,87.2,93.09,99.76,87.34,99.33,89.43,89,77.52,86.55,92.75,88.49,75.48,96.64,85.3,84.14,92.41,91.01,88.32,75.3,93.57,96.46,96.27,99.73,89.5
15,Female,TVL,HE,81.57,88.2,96.7,99.6,84.59,79.64,96.08,93.63,87.64,80.48,90.89,92.16,98.29,88.04,80.42,81.65,76.64,84.08,84.76,91.22,88.98,97.87,84.92,91.6,83.29,76.05,85.06,85.17,83.78,95.11,83.31,90.35,92.71,81.21,83.07,88.88
17,Male,Academic,STEM,84.53,84.92,89.74,96.83,84.29,98.71,92.37,91.1,88.62,76.92,91.1,87.8,83.53,89.58,78.08,97.65,98.41,85.24,99.56,91.59,81.59,87.59,87.57,95.56,85.3,82.79,88.73,98.91,85.66,97.15,82.92,95.71,87.01,93.58,76.39,85.78
18,Male,Academic,HUMSS,95.26,96.53,75.48,86.51,79.69,82.77,79.97,81.59,86.83,78.18,99.41,80.92,80.45,81.35,79.09,82.23,92.67,92.27,97.41,90.89,87.19,76.94,91,79.11,93.77,95.28,85.14,93.32,81.16,78,83.31,80.07,83.1,90.37,85.81,85.08
16,Female,TVL,HE,98.25,98.88,82.16,79.15,90.02,95.66,83.92,81.59,88.93,78.27,89.83,87.58,85.99,80.13,79.33,76.17,81.41,82.87,75.66,80.78,79.88,76.5,78.59,82.75,92.16,93.17,88.39,83.17,93.87,88.85,83.94,86.81,78.03,92.75,91.28,87.72
17,Male,Academic,HUMSS,76.96,83.15,90.94,76.82,82.1,80.59,78.47,92.99,90.26,80,90.58,97.14,85.11,84.48,85.63,79.21,83.46,83.67,78.86,83.42,91.21,86.04,88.37,92.14,76.74,84.58,88.11,81.86,91.05,76.77,79.47,80.69,84.46,86.94,95.04,88.19
15,Male,TVL,ICT,97.95,99.68,76.95,98.81,87.75,88.12,75.83,96.91,87.98,75.26,97.69,78.44,76.84,85.18,82.89,78.93,81.63,86.03,91.51,83.92,79.11,78.06,92.97,75.36,99.9,77.49,83.48,99.72,99,97.36,86.31,77.52,89.7,77.35,76.13,88.34
18,Female,TVL,HE,88.56,98.07,80.63,81.2,85.3,75.38,83.13,96.06,84.43,80.24,80.7,91.1,88.78,85.82,91.05,76.48,76.52,87.06,98.31,88.84,89.49,76.49,88.71,93.14,77.02,97.61,85.79,93.09,77.6,85.18,80.6,78.94,99.59,95.51,86.78,86.81
17,Female,Academic,ABM,89.78,94.36,97.81,83.76,94.62,84.91,92.14,80.07,85.69,75.21,86.69,90.65,86.73,96.12,88.98,91.81,76.44,87.63,90.82,82.28,88.31,92.68,81.2,77.06,80.49,77.38,93.96,89.7,95.3,97.39,86.64,84.26,83.31,87.19,89.18,88.68
15,Male,Academic,HUMSS,98.09,98.55,87.44,85.37,88.01,80.86,82.68,94.07,87.33,86.19,92.73,90.95,97.3,75.15,94.06,81.52,96.12,86.61,93.4,96.86,77.16,76.25,81.55,85.92,91.53,95.18,91.4,78.14,93.28,93.08,90.16,99.71,91,76.48,93.56,88.51
16,Male,Academic,HUMSS,76.82,99.53,98.5,78.34,77.46,81.49,95.88,78.34,85.82,95.81,81.07,90.27,93.38,75.16,94.78,77.37,85.76,89,91.55,86.39,96.24,79.79,80.03,99.61,79.51,77.69,87.75,92.64,91.34,99.66,99.49,85.68,99.46,84.11,93.99,86.6
17,Female,Academic,STEM,78.51,77.37,88.06,92.76,94.02,75.65,90.07,89.29,85.46,96.81,76.03,93.73,83.66,78.47,76.33,93.09,80.88,93.36,81.98,78.19,75.97,98.04,86.67,84.69,82.29,91.31,86.53,91.71,91.48,88.74,89.56,88.17,92.63,87.52,85.26,87.98
16,Female,TVL,IA-CES/EPAS,82.92,87.85,93.96,88.07,81.96,92.18,91.82,92.31,88.12,90.72,95.86,76.24,96.95,90.82,94.05,75.23,94.34,86.23,94.04,86.28,88.63,88.3,78.69,80.94,81.08,79.49,85.66,96.14,88.93,86.21,80.69,91.98,80.04,86,97.42,89.43
15,Female,Academic,ABM,98.94,99.84,97.06,75.1,89.22,82.29,88.15,93.98,89.39,90.36,84.53,81.65,76.41,85.81,79.54,89.94,77.53,86.5,92.04,82.09,79.05,80.05,93.7,85.25,84.14,89.82,86.19,95.91,86.87,89.64,99.22,95.62,90.72,97.48,79.55,89
16,Female,TVL,IA-AS,84.39,92.22,96.35,95.76,95.48,81.08,96.89,80.17,89.91,82.59,86.91,75.19,90.82,98.93,80.93,77.75,88.17,87.19,78.55,76.49,80.25,77.98,76.57,90.46,95.26,86.35,85.52,85.08,94.76,84.7,95.47,75.6,76.09,79.28,77.59,90.2
16,Female,TVL,IA-CES/EPAS,98.05,78.73,95.26,76.92,90.89,75.79,85.94,91.07,86.23,81.21,95.37,85.86,99.83,97.46,92.28,98.6,86.35,84.5,83.74,79.56,93.07,98.16,85.26,85.6,90.85,83.5,81.62,98.79,77.78,98.01,91.63,87.04,81.84,91.56,78.9,88.4
16,Female,TVL,IA-CES/EPAS,79.01,87.9,98.21,77.44,84.8,99.07,80.65,76.63,90.85,81.96,84.52,93.08,88.76,77.37,91.8,96.31,92.08,87.63,88.99,99.45,82.38,80.12,86.53,95.29,78.35,97.16,88.58,94.84,81.5,95.79,91.03,83.19,88.85,94.25,85.81,87.29
16,Female,TVL,ICT,92.02,80.03,83.3,97.14,99.02,96.98,96.96,91.79,84.02,79.1,97.86,78.66,75.29,86.52,88.99,75.21,83.92,91.04,86.3,95.83,78.29,82.27,96.21,91.3,97.81,75.08,88.75,76.45,80.46,93.65,93.64,85.76,85.36,94.12,92.82,86.15
15,Female,TVL,ICT,96.93,91.64,83.43,91.66,94.29,87.29,75.62,85.68,86.6,84.88,88.82,77.11,91.57,88.43,93.54,82.04,93.6,87.58,98.42,89.6,82.11,82.89,80.52,99.56,92.4,88.23,89.12,79.51,96.32,95.63,82.97,89.32,79.27,87.08,81.43,92.27
15,Male,TVL,IA-AS,88.34,93.32,95.13,94.41,94.89,87.32,88.16,78.82,84.38,94.16,94.96,96.61,76.7,87.8,95.56,94.75,76.45,88.13,80.55,82.3,84.47,91.76,83.83,87.61,88.92,84.2,90.58,89.25,96.91,82.31,79.03,83.5,93.84,89.93,91.75,83.8
16,Female,TVL,IA-AS,85.43,79.69,80.73,90.25,78.89,75.1,96.3,93.56,88.95,99.21,85.81,91.48,93.09,90.48,83.37,88.55,87.57,86.81,83.32,93.83,86.37,89.66,76.89,91.75,92.3,84.15,89.25,88.88,95.71,98.6,94.73,85.71,81.43,93.79,96.94,86.5
18,Male,Academic,STEM,94.47,87.64,92.42,78.77,76.2,91.31,94.53,77.98,87.59,94.64,93.8,85.41,93.15,93.62,79.39,81.88,77.35,89.89,89.14,80.49,95.29,75.44,75.92,97.67,88.69,91.37,86.7,93.61,93.1,79.64,81.32,98.26,75.97,91.34,77.09,88.99
15,Female,TVL,IA-AS,94.06,76.75,90.26,96.69,83.22,84.1,83.89,92.58,87.95,89.1,81.68,84.39,85.84,81.91,81.02,84.09,82.37,85.73,79.07,84.53,81.2,87.05,84.63,92.34,99.5,89.28,89.09,96.56,95.58,76.53,86.6,82.51,95.9,95.43,94,86.94
16,Male,TVL,ICT,95.83,86.23,96.96,98.06,81.91,77.61,84.57,88.19,86.88,75.01,95.24,94.76,91.27,86.41,89.09,92.63,97.95,87.76,95.14,79.33,81.41,90.25,88.29,97.89,99.95,82.82,84.88,81.91,93.47,90.19,86.63,98.96,82.19,81.35,92.09,83.3
15,Female,TVL,HE,96.11,94.84,88.26,89.34,83.48,93.76,92.34,79.37,87.12,87.02,89.64,85.79,94.38,88.69,87.19,92.38,86.05,85.52,92.17,79.89,84.59,92.94,92.05,90.7,85.43,77.87,87.32,84.78,78.29,84.02,79.46,87.42,78.55,92.34,85.24,88.9
18,Female,TVL,HE,91.96,92.71,97.66,80.71,81.26,87.11,98.43,87.53,84.83,91.45,75.86,96.35,88.65,81.03,97.52,99.46,78.56,89.31,90.74,81.39,90.83,91.14,95.57,83.68,76.31,83.24,85.9,87.11,96.82,92.34,84.32,86.91,94.97,91.72,95.29,88.42
16,Male,TVL,IA-AS,92.42,84.68,91.72,95.16,76.5,90.59,90.52,85.46,89.76,92.76,85.15,81.39,87.08,88.94,89.83,98.89,98.07,89.79,94.62,87.51,82.26,80.14,89.2,76.35,89.32,83.63,87.3,75.81,77.21,77.9,76.84,81.17,93.26,97.75,99.87,89.37
15,Female,TVL,ICT,79.49,90.27,78.46,75.02,89.97,75.77,89.92,94.68,89.13,77.31,75.4,90.4,83.9,88.02,84.82,78.6,87.83,87.41,92.15,76.1,81.64,90.13,75.22,91.47,96.04,79.74,88.24,86.83,93.17,78.4,96.28,84.74,89.67,80.25,84.21,86.93
17,Female,Academic,HUMSS,79.82,98.76,89.63,82.74,82.17,80.64,84.62,95.08,82.64,77.27,93.32,85.33,99.34,96.33,76.63,88.72,99.01,85.2,85.65,97.14,83.58,87.72,88.55,90.11,96.79,80.12,87.55,75.43,98.7,84.39,86.61,97.45,75.82,81.91,86.91,88.08
17,Female,Academic,HUMSS,92.68,83.31,97.08,79.99,92.77,88.2,77.11,77.7,88.16,85.66,96.23,90.84,79.2,99.48,91.88,93.5,77.71,92.15,84.04,92.29,78.52,85.6,86.64,94.93,98.12,81.54,81.32,76.4,75.88,81.31,80.65,87.59,89.41,82.64,97.31,87.03
18,Female,Academic,ABM,98.91,81.19,82.66,80.69,90.19,95.21,99.07,95.44,90.18,81.76,99.68,89.97,85.87,82.49,92.2,94.39,91.63,87.5,80.57,85.66,79.56,93.51,99.3,91.32,99.27,77.82,89.11,85.26,98.85,75.27,76.2,89.44,76.76,77.12,75.21,86.62
17,Female,TVL,HE,81.87,87.34,87.31,96.27,84.85,90.41,95.78,83.93,86.76,96.27,90.93,79.65,80.07,83.62,81.39,97.7,85.4,89.89,80.38,84.44,87.24,95.64,79.64,85.8,96.09,83.17,85.95,81.46,92.94,85.49,90.71,85.56,98.57,81.38,88.22,86.58
15,Male,TVL,IA-CES/EPAS,86.02,86.61,80.34,93.62,96.65,96.19,77.68,84.3,84.83,83.35,83.91,75.35,78.2,98.32,93.59,96.11,84.92,89.29,76.44,77.88,84.26,83.91,90.57,95.04,79.61,77.35,87.69,77.6,77.71,81.74,95.16,99.13,76.98,85.64,93.01,90.17
15,Female,Academic,ABM,93.96,87.41,98.44,80.75,85.98,87.75,89.6,99.78,86.24,83.93,76.12,75.53,87.3,86.59,85.6,94.11,88.56,86.47,99.33,91.86,93.67,89.36,87.04,94.66,80.83,94.66,89.4,77.31,79.18,79.65,99.89,99.71,82.35,76.05,78.5,86.36
16,Male,Academic,ABM,83.26,76.15,97.54,84.93,90.04,90.36,82.38,77.2,89.98,83.38,99,94.62,85.47,78.48,87.11,82.31,75.38,88.54,75.99,83.79,91.96,89.78,77.63,88.82,77.21,75.46,91.77,76.31,95.04,96.88,94.85,85.9,97.37,77.35,79.16,87.57
15,Male,Academic,HUMSS,94.53,90.98,97.79,80.25,86.37,97.55,76.37,82.39,85.43,97.63,84.33,75.82,91.81,88.73,98.85,88.59,77.53,88.3,92.95,81.1,82.11,99.15,87.38,92.49,75.52,87.07,84.72,89.72,93.45,85.61,80.44,84.05,87.5,97.65,92.5,89.36
16,Female,TVL,ICT,94.47,78.47,96.68,81.93,86.39,93.97,80.49,91.55,83.72,99.31,80.03,96.56,92.94,97.99,96.84,88.35,86.62,89.71,85.34,96.25,91.76,89.19,80.85,93.92,95.02,97.45,88.12,91.19,87.66,84.07,99.23,88.54,95.86,78.23,81.41,86.45
18,Male,TVL,ICT,87.36,90.74,81.92,91.32,95.02,99.59,97.83,76.38,84.85,78.91,95.6,76.85,86.01,93.53,97.5,94.94,89.99,92.48,88.88,84.17,91.96,79.85,82.21,90.14,83.31,97.73,90.55,83.65,79.34,78.47,77.75,81.12,86.6,91.82,87.88,86.8
16,Male,TVL,IA-CES/EPAS,88.84,96.58,89.2,76.15,84.32,95.87,86.83,75.18,90.96,81.66,87.94,87.19,91.34,93.23,82.46,80.58,79.46,84.68,80.51,97.26,96.73,86.32,81.9,94.09,89.62,79.25,89.44,76.1,95.67,84.31,88.93,82.75,82.61,85.97,84.81,86.59
17,Male,TVL,IA-AS,96.01,84.67,99.96,76.94,97.82,94.14,95.19,81.1,87.24,95.39,89.59,78.83,84.82,91.98,90.4,85.13,76.97,83.34,95.4,98.9,89.36,75.42,83.93,79.76,87.77,80.05,89.76,90.49,99.65,77.52,93.7,76.23,83.76,76.16,75.76,89.06
16,Female,Academic,ABM,83.86,99.84,92.4,96.88,98.44,85.01,87.89,83.22,93.68,88.48,81.19,77.72,77.57,97.21,84.68,84.45,92.25,85.43,76.55,87.11,85.36,87.83,89.83,99.65,93.33,86.77,87.29,98.87,95.58,86.38,89.06,91.2,83.22,86.62,89.71,85.02
17,Female,Academic,STEM,87.67,95.38,79.51,98.98,76.89,77.59,89.96,94.77,88.36,82.51,80.21,80.5,82.46,81.75,77.06,86.44,99.16,91.19,95.93,89.98,99.61,85.83,77.46,81.73,90.64,85.7,86.46,93.45,85.12,95.37,90.99,80.11,95.91,77.52,80.47,86.98
17,Female,TVL,HE,87.94,91.52,78.76,87.75,99.89,96.27,96.53,81.66,89.38,77.68,91.8,91.5,99.69,81.53,76.65,97.94,96.18,87.57,83.24,94.9,79.53,87.8,88.33,81.08,88.74,80.54,86.92,89.04,82.43,87.89,79.71,76.74,96.77,80.68,90.48,90.55
18,Female,TVL,ICT,95.12,96.92,85.38,93.07,96.59,91.23,88.64,96.06,89.48,75.84,79.67,75.44,88.59,78.83,83.52,82.12,87.77,93.57,82.15,99.71,95.4,90.87,83.23,76.45,76.4,76.59,86.24,80.19,95.26,97.77,83.51,96.09,99.36,86.79,78.61,87.16
18,Male,TVL,IA-CES/EPAS,84.78,89.69,76.36,88.04,90.24,83.77,87.71,98.87,87.96,93.93,86.35,76.63,98.07,76.7,88.48,87.11,92.9,88.92,79.17,98.81,95.7,77.18,75.29,98.77,87.42,87.09,88.69,75.04,79.64,80.34,79.58,85.17,88.82,93.29,91.15,85.52
16,Male,Academic,HUMSS,90.56,97.93,85.53,87.77,93.66,94.17,76.89,98.88,84.22,86.4,87.67,93.07,78.09,85.89,96.47,77.86,76.49,90.1,86.09,97.12,99.06,99.47,85.38,77.87,96.36,94.17,92.96,88.44,88.8,89.94,96.63,78.29,91.3,99.54,89.36,80.82
17,Female,Academic,ABM,84.95,79.55,79.82,97.79,76.68,88.13,99.94,91.07,89.37,94.85,84.47,86.43,87.59,76.39,95.8,87.26,97.71,83.72,98.6,84.95,96.05,84.59,83.23,90.6,97.37,81.01,84.72,83.74,97.91,84.65,84.98,97.55,79.22,79.99,77.56,85.81
15,Male,TVL,IA-AS,94.21,85.95,85.44,83.13,94.06,93.84,81.03,86.99,88.53,90.5,97.86,96.59,93.76,89.51,81.23,85.3,96.52,85.15,81.6,88.5,84.92,93.26,98.88,82.16,83.81,99.86,91.93,96.78,83.24,81.72,76.35,85.29,84.69,95.8,87.68,86.15
15,Female,Academic,ABM,93.9,83.31,81.85,79.88,84.18,92.65,96.42,80.64,85.22,90.36,88.34,78.1,76.42,98.77,88.33,77.17,77.67,91.29,96.7,93.62,85.24,80.87,90.84,97.94,90.89,76.53,85.34,96.78,99.64,77.13,80.55,92.51,79.81,76.5,85.39,87.07
17,Male,TVL,IA-CES/EPAS,89.32,76.66,91.72,91.88,92.39,80.43,94.4,92.41,91.6,91.79,94.92,93.01,91.64,86.81,97.15,85.38,78.76,89.87,97.27,77.18,90.29,82.31,92.05,87.34,95.68,86.62,86.77,78.25,79.49,79.97,82.09,75.47,91.03,87.68,82.48,89.75
15,Male,Academic,STEM,76.07,87.63,99.63,84.96,94.25,77.1,91.61,89.66,88.99,88.88,78.51,86.59,84.23,91.86,94.23,79.11,85.53,85.73,84.7,83.26,91.82,93.41,93.58,97.62,90.61,83.48,88.88,82.6,85.93,91.91,97.92,77.95,83.45,97.78,99.49,86.48
18,Female,Academic,HUMSS,97.02,99.69,86.92,86,89.36,78.49,83.31,79.03,86.41,78.32,91.77,87.18,80.06,89.62,94.36,87.25,95.04,88.04,93.54,90.96,87.91,96.96,88.67,85.56,77.74,93.86,86.92,79.24,79.92,78.28,84.32,92.17,95.8,89.07,88.72,90.57
16,Male,Academic,HUMSS,90.54,89.67,92.64,97.21,92.43,88.64,78.92,94.98,86.18,88.73,94.65,93.87,90.75,79.36,75.63,76.31,82.39,89.99,95.48,92.19,94.17,96.33,79.3,85.1,75.1,83.47,86.16,87.79,81.39,88.17,93.52,83.11,90.89,90.01,81.34,88.27
18,Female,TVL,ICT,90.73,91.91,81.18,89.78,89.92,91.56,96.02,80.09,90.7,91.38,86.22,76.61,78.85,95.37,83.86,88.67,82.32,92.54,89.7,78.29,82.23,89.31,95.36,78.79,76.69,86.62,89.93,85.57,75.03,88.43,90.99,95.34,99.27,79.37,76.61,82.77
15,Male,TVL,ICT,98.16,92.45,96.53,86.51,76.09,86.31,93.92,99.05,88.26,78.31,85.22,80.54,96.6,79.67,90.78,94.59,88.05,90.32,98.16,76.44,98.67,78.77,93.78,82.19,84.68,90.99,89.01,83.76,86.33,82.02,86.1,81.2,89.35,90.67,90.07,90.42
15,Female,TVL,IA-CES/EPAS,94.02,77.19,78.65,85.9,76.64,83.54,92.92,80.13,86.55,94.2,99.57,79.82,82.16,85.21,93.78,94.88,99.42,86.63,93.34,78.38,91.54,82.77,96.52,90.18,92.87,82.57,85.23,94.51,84.46,98.46,82,98.95,94.35,79.82,99.61,84.68
18,Male,Academic,HUMSS,79.55,78.64,87.43,86.88,79.25,99.19,97.37,93.01,84.44,89.15,91.1,83.11,85.69,84.71,79.4,80.54,79.45,85.42,88.82,80.22,78.48,86.61,78.51,97.75,81.25,82.45,82.43,75.08,76.84,88.97,95.06,83.95,83.48,99.8,99.57,87.77
15,Male,TVL,HE,84.97,82.19,87.8,91.86,77.35,91.26,94.34,84.96,89.28,80.61,90.16,85.18,81.93,83.99,86.62,90.47,97.56,86.81,76.31,83.38,85.31,90.21,86.94,87.1,93.57,99.28,84.47,99.15,92.1,95.62,99.69,76.99,98.83,82.49,82.22,85.52
18,Female,TVL,IA-CES/EPAS,79.08,93.88,98.02,99.69,83.89,75.77,77.13,79.09,87.18,81.4,95.24,80.58,90.26,75.93,95.86,98.16,98.26,91.83,84.37,86.74,90.77,91.82,80.2,79.96,89.81,82.37,85.94,93.89,98.75,88.17,86.74,77.1,88,97.14,84.83,86.9
18,Male,Academic,ABM,78.84,81.94,88.8,97.76,83.41,84.06,85.6,91.59,86.02,89.56,87.22,87.81,97.46,86.88,99.31,77.33,88.9,86.38,94.95,86.59,88.66,83.06,83.12,76.6,86.73,76.11,89.34,100,96.49,85.42,86.13,78.37,76.2,78.96,76.9,86.87
16,Female,TVL,IA-CES/EPAS,83.43,79.91,79.87,85.81,94.1,79.09,99.55,95.75,89.41,90.28,79.23,84.14,77.76,83.17,80.69,89.01,88.74,89.39,75.72,75.55,76.45,96.43,90.53,77.52,75.18,88.82,89.37,79.32,84.26,88.1,92.93,97.98,97.31,91.86,75.92,86.41
16,Female,Academic,STEM,75.17,79.27,78.71,99.16,87.92,93.75,88.67,75.49,88.22,94.42,80.83,81.77,94.9,84,76.68,76.5,76.7,86.76,83.05,75.19,88.05,75.1,88.24,78.88,83.16,89.36,90.94,99.76,81.77,77.61,85.17,80.01,75.26,87.4,81.16,86.13
18,Male,TVL,HE,89.96,95.44,99.55,78.67,75.44,76.87,84.21,84.94,88.4,77.26,85.2,83.61,93.18,92.87,91.47,91.63,79.92,91.17,94.95,75.12,79.54,97.32,95.81,79.73,84.21,84.72,88,82.58,82.55,79.43,90.18,82.24,86.45,98.2,97.73,89.1
18,Male,TVL,HE,93.73,91.51,86.85,84.06,80.62,99.16,79.77,98.4,89.31,80.57,78.07,84.45,84.25,99,87.22,99.8,93.71,88.9,86.45,87.21,91.33,90.21,82.14,85.31,99.08,97.1,86.78,89.07,81.99,82.38,82.59,77.31,93.16,81.01,92.32,83.02
15,Female,Academic,STEM,78.6,93.17,84.28,85.53,97.49,97.43,77.1,77.91,88.05,81.47,99.1,89.42,80.85,86.84,86.52,80.32,96.18,84.98,76.12,96.64,96.98,91.13,97.57,98.86,95.72,83.56,90.48,86.18,79.92,95.88,90.68,83.34,79.39,86.38,80.57,85.04
16,Male,Academic,STEM,94.18,75.7,98.86,97.17,75.39,85.94,84.97,89.69,86.24,90.31,91.16,91.66,81.4,89.68,96.55,86.1,82.88,91.82,86.62,79.52,95.83,83.39,82.21,93.85,84.7,81.63,84.74,78.45,93.12,78.49,91.97,91.72,86.34,95.5,98.33,91.64
18,Female,TVL,HE,75.27,87.24,82.51,93.23,84.02,90.68,82.81,95.15,93.44,77.16,99.81,88.87,82.72,97.94,90.39,85.32,85.77,89.38,93.39,95.52,88.24,93.99,76.74,92.94,87.93,89.82,83.42,81.08,83.87,90.66,83.71,89.31,79.29,91.36,89.98,89.02
16,Female,TVL,IA-CES/EPAS,99.06,99.35,89.88,86.38,78.04,90.37,80.31,85.73,87.9,94.65,78.31,78.5,92.41,94.13,83.75,85.25,95.67,81.84,97.08,98.37,85.79,93.2,77.31,92.31,88.01,75.39,91.16,97.46,95.94,96.34,89.26,91.02,89.54,93.5,79.34,88.68
18,Male,TVL,IA-CES/EPAS,87.19,78.34,95.49,82.27,92.9,86.38,82.39,99.74,86.54,98.71,94.29,75.41,98.82,79.97,87.29,79.26,97.64,89.07,80.92,95.7,97.14,86.35,75.25,81.37,99.46,81.81,87.43,88.79,88.06,92.27,84.38,96.21,99.84,88.85,97.6,87.95
18,Male,TVL,IA-CES/EPAS,96.82,77.98,77.83,85.7,84.21,82.65,95.19,75.84,90.7,98.03,92.05,97.87,89.89,97.21,76.4,99.99,89.46,85.85,78.64,94.51,97.12,75.59,86.24,97.88,94.32,75.7,88.85,92.8,87.37,96.59,84.47,91.71,85.08,93.95,79.63,85.94
17,Female,TVL,ICT,96.07,88.82,99.79,78.83,91.35,92.04,99.73,90.94,86.14,80.11,85.73,88.75,99.4,78.09,88.98,89.04,75.81,85.89,83.21,97.9,83.97,93.06,78.01,98.48,80.13,82.59,89.06,88.56,77.11,87.26,85.55,94.2,83.35,91.04,96.91,85.48
18,Female,Academic,ABM,76.17,89.22,75.8,85.14,93.51,89.45,99.83,76,89.6,82.95,86.13,99.81,78.26,83.52,89.19,94.89,90.83,84.37,88.23,81.43,90.62,95.76,88.44,96.95,75.36,91.07,88.91,95.66,80.77,80.2,80.81,97.07,84.61,96.04,94.89,84.24
17,Female,Academic,ABM,88.91,78.88,86.94,90.23,94.81,92.15,81.22,91.55,88.9,78.89,97.01,98.62,88.22,91.88,88.09,79.95,81.05,86.18,80.68,97.02,97.21,85.49,91.09,85.57,91.77,76.64,91.88,80.92,77.92,75.74,82.74,85.3,88.76,97.54,77.71,88.12
16,Female,Academic,HUMSS,93.39,95.64,77.66,93.53,97.11,75.72,88.33,93.64,88.63,83,76.71,86.55,83.79,92.98,93.8,87.68,91.32,88.48,94.28,94.77,89.03,79.67,89.73,79.82,89.12,94.07,88.38,78.39,97.27,88.6,86.98,77.19,87.52,88.88,95.7,92.97
